date,open,high,low,close,volume
2026-04-16 04:00:00,119.93,119.93,117.625,118.225,78038.0
2026-04-17 04:00:00,119.77,121.93,119.435,121.87,104629.0
2026-04-20 04:00:00,120.77,121.19,120.15,120.93,51188.0
2026-04-21 04:00:00,121.62,124.795,120.96,122.03,77608.0
2026-04-22 04:00:00,122.77,122.87,120.41,120.445,70327.0
2026-04-23 04:00:00,116.105,116.5,112.04,114.33,133025.0
2026-04-24 04:00:00,114.64,116.5,114.215,115.535,71160.0
2026-04-27 04:00:00,116.47,117.2,115.38,115.7,106234.0
2026-04-28 04:00:00,116.635,116.635,114.3,114.88,113082.0
2026-04-29 04:00:00,114.78,114.78,110.31,111.265,106498.0
2026-04-30 04:00:00,111.7,115.96,111.64,115.55,117676.0
2026-05-01 04:00:00,115.665,115.705,113.91,114.57,92367.0
2026-05-04 04:00:00,113.92,114.55,111.825,112.08,106003.0
2026-05-05 04:00:00,115.89,119.3,114.305,117.58,190642.0
2026-05-06 04:00:00,120.01,120.01,117.36,117.74,114713.0
2026-05-07 04:00:00,118.04,119.545,117.55,118.67,104858.0
2026-05-08 04:00:00,117.115,117.33,113.31,115.6,145785.0
2026-05-11 04:00:00,115.51,115.51,111.51,111.51,119391.0
2026-05-12 04:00:00,112.04,113.665,111.15,112.92,107830.0
2026-05-13 04:00:00,112.38,114.71,112.2,112.68,147377.0
2026-05-14 04:00:00,113.305,115.62,112.8,113.28,100463.0
2026-05-15 04:00:00,112.9,112.9,111.46,111.71,70545.0
2026-05-18 04:00:00,111.94,113.51,111.1,112.11,119143.0
2026-05-19 04:00:00,112.01,113.19,110.27,110.5,159879.0
2026-05-20 04:00:00,110.19,113.805,108.41,113.765,130708.0
2026-05-21 04:00:00,111.66,114.825,111.49,114.755,117954.0
2026-05-22 04:00:00,114.97,116.17,113.725,114.905,109269.0
2026-05-26 04:00:00,114.55,115.725,113.67,115.07,130327.0
2026-05-27 04:00:00,116.58,118.155,115.14,115.97,146697.0
2026-05-28 04:00:00,135.8,139.32,131.34,135.38,360140.0
2026-05-29 04:00:00,136.25,137.63,133.275,135.51,238797.0
2026-06-01 04:00:00,133.71,137.035,133.0,135.93,164936.0
2026-06-02 04:00:00,133.565,136.35,132.76,135.04,126430.0
2026-06-03 04:00:00,133.645,138.85,133.645,137.46,150173.0
2026-06-04 04:00:00,139.29,140.995,137.59,138.36,116216.0
2026-06-05 04:00:00,137.95,138.465,134.92,135.455,104049.0
2026-06-08 04:00:00,135.75,136.4,132.62,132.62,106771.0
2026-06-09 04:00:00,135.115,137.64,134.545,135.5,111567.0
2026-06-10 04:00:00,135.45,135.83,131.61,131.61,92132.0
2026-06-11 04:00:00,131.35,131.68,127.58,129.51,102058.0
2026-06-12 04:00:00,130.41,130.41,128.385,129.86,151039.0
2026-06-15 04:00:00,130.93,132.13,129.5,130.55,106389.0
