date,open,high,low,close,volume
2026-06-22,47.69543201167904,47.774926217801514,46.821014696793725,47.496700286865234,5278200.0
2026-06-23,47.288035447474805,48.09289725730621,47.15885925294797,47.45695495605469,5549600.0
2026-06-24,47.56625759830874,48.28169031815888,47.27810056658467,47.45695495605469,5232200.0
2026-06-25,47.57619335373687,47.67555731851823,45.78761545422634,45.98634338378906,3900400.0
2026-06-26,45.95653576582357,47.34765404033733,45.95653576582357,46.821014404296875,6246500.0
2026-06-29,47.20854108900099,47.28803529784058,45.857173653160515,46.075775146484375,3726200.0
2026-06-30,45.97640964197837,46.29437888574305,45.608758414592785,45.896915435791016,3759200.0
2026-07-01,45.86710625410243,45.98634377094237,45.330531742584235,45.95653533935547,4242800.0
2026-07-02,46.006216881616346,47.079365894376444,46.006216881616346,46.69184112548828,3766700.0
2026-07-06,47.099239543141884,47.24828549045076,45.41002560686185,46.28444290161133,3911200.0
2026-07-07,46.18507535996926,46.69184143844449,45.350405163503275,45.76774215698242,3105800.0
2026-07-08,45.69818750130738,46.681903664675474,45.69818750130738,45.896915435791016,4517100.0
2026-07-09,45.330534258528765,46.21488648928541,44.83370682187963,46.155269622802734,3889800.0
2026-07-10,46.58253844704704,46.82101347822312,46.00621683913568,46.393741607666016,3357800.0
2026-07-13,46.66203258814298,46.91044630991609,45.30072645416425,45.608760833740234,3198100.0
2026-07-14,45.211293727608464,45.55907139393162,44.30706800467598,44.4958610534668,3887500.0
2026-07-15,44.56541902031346,44.75421586990618,43.93941918674784,44.505802154541016,4792100.0
2026-07-16,44.94300756660606,45.618693155156,44.78402294521151,45.41002655029297,4613900.0
2026-07-17,45.30072568163218,45.410028323827184,44.73434270888766,45.07218551635742,4295700.0
2026-07-20,45.15167405524137,45.63856658916081,44.575356225604295,45.51932907104492,4569400.0
2026-07-21,45.52926572452911,45.757805889189584,45.00262985772422,45.181488037109375,5184500.0
2026-07-22,45.40008977507383,46.00621985397958,44.9032623386583,44.96288299560547,7356900.0
2026-07-23,44.11827566522853,46.44342810308097,43.92947882290992,45.73793029785156,10714400.0
2026-07-24,46.30431390958384,46.30431390958384,44.9628813952056,45.78761672973633,5991500.0
2026-07-27,46.642158265333144,47.58613115058152,46.44343032359035,47.45695495605469,7020500.0
2026-07-28,47.62587839990391,48.47048352635586,47.52651442873046,47.94384765625,6616500.0
2026-07-29,47.844483684195964,48.46054864454361,47.70536881786615,48.241943359375,5079000.0
2026-07-30,47.89416420996281,49.603247963075404,47.89416420996281,49.553565979003906,7259300.0
2026-07-31,49.503883695318684,49.76223607571472,48.45060820311253,48.57978439331055,5837900.0
2026-08-03,48.649339973832866,48.73876906090027,46.204949981313796,46.97999954223633,6282100.0
2026-08-04,46.68000030517578,47.0,45.790000915527344,46.02000045776367,6876100.0
2026-08-05,46.4900016784668,47.439998626708984,45.7599983215332,45.849998474121094,7052100.0
2026-08-06,45.900001525878906,46.83000183105469,45.45000076293945,46.11000061035156,4648800.0
2026-08-07,46.099998474121094,46.22999954223633,45.060001373291016,45.77000045776367,4076400.0
2026-08-10,45.88999938964844,46.09000015258789,45.13999938964844,45.459999084472656,5355900.0
2026-08-11,45.15999984741211,45.939998626708984,45.15999984741211,45.720001220703125,3865600.0
2026-08-12,45.709999084472656,45.970001220703125,45.29999923706055,45.68000030517578,3336100.0
2026-08-13,45.70000076293945,45.91999816894531,45.33000183105469,45.77000045776367,2815500.0
2026-08-14,45.88999938964844,46.47999954223633,45.75,46.22999954223633,3172900.0
2026-08-17,46.04999923706055,46.380001068115234,45.220001220703125,45.43000030517578,4274500.0
2026-08-18,45.70000076293945,46.16999816894531,45.43000030517578,45.470001220703125,3074000.0
2026-08-19,45.72999954223633,46.63999938964844,44.84000015258789,46.58000183105469,4839300.0
2026-08-20,46.400001525878906,46.689998626708984,45.5,45.970001220703125,4316800.0
2026-08-21,46.220001220703125,47.08000183105469,46.18000030517578,47.029998779296875,3294100.0
2026-08-24,47.0,47.2400016784668,46.08000183105469,46.970001220703125,3818800.0
2026-08-25,46.880001068115234,47.5,46.72999954223633,47.27000045776367,3018400.0
2026-08-26,46.81999969482422,47.060001373291016,46.09000015258789,46.22999954223633,3816000.0
2026-08-27,46.189998626708984,46.36000061035156,43.91999816894531,44.2400016784668,7632700.0
2026-08-28,45.0,45.529998779296875,44.619998931884766,45.040000915527344,6848500.0
