Price,Close,High,Low,Open,Volume
Ticker,PLD,PLD,PLD,PLD,PLD
Date,,,,,
2015-12-21,31.449316024780273,31.674489544348834,31.21663509872533,31.629453695140462,1772800
2015-12-22,31.57691192626953,31.86213323235001,31.539383485183382,31.584419332428677,2496600
2015-12-23,31.817081451416016,31.86962181527222,31.584403515262846,31.817081451416016,2381800
2015-12-24,31.869632720947266,32.042265813154245,31.599423406802067,31.824599744080444,707900
2015-12-28,32.2073974609375,32.21490200339164,31.704510082656064,31.832107347030874,1366800
2015-12-29,32.70277786254883,32.7252943514716,32.35751167063118,32.380028159553945,2115200
2015-12-30,32.455081939697266,32.65773602929059,32.372517677814855,32.62771500398066,1408000
2015-12-31,32.21489715576172,32.48510645523178,32.102311856473136,32.267440397979485,1951800
2016-01-04,31.449316024780273,31.8396152649729,31.119058857058853,31.794582279001173,2852100
2016-01-05,32.10981750488281,32.229910212872745,31.479330072126643,31.516861369752757,3262700
2016-01-06,31.937198638916016,32.01225840435912,31.606944260678194,31.614448805603864,3385000
2016-01-07,31.104040145874023,31.58441384329559,31.051499764837235,31.314204533257218,3902800
2016-01-08,30.82632827758789,31.426791858953735,30.773787893170642,31.201618373846067,4161500
2016-01-11,30.788801193237305,31.096538971159244,30.563627698237212,30.93891781098281,3435100
2016-01-12,30.54110336303711,31.119050385987112,30.270896931051066,31.119050385987112,3781300
2016-01-13,30.39849853515625,31.111550308010877,30.330946201659785,30.676212411425595,3601400
2016-01-14,29.760513305664062,30.503586280782667,29.677949005487122,30.466057834312313,4010800
2016-01-15,29.13001823425293,29.542836766524996,28.927361239158742,29.14503018165652,5192500
2016-01-19,29.302644729614258,29.662922796383832,29.190056581083212,29.490289735008968,3768300
2016-01-20,28.079204559326172,29.069970172809096,27.53128136878154,28.97990135246597,3712300
2016-01-21,28.319387435913086,28.544560898088335,27.981625811032252,28.214306677780364,3422200
2016-01-22,28.964887619018555,29.145028111832218,28.58959755028975,28.62712598451543,2648800
2016-01-25,28.68717384338379,29.28012997743555,28.582093081988187,29.002416127570598,4385300
2016-01-26,29.910614013671875,29.91812141762563,28.837284307139456,28.89733208582677,5814900
2016-01-27,29.625402450561523,30.000692563740216,29.430249988296257,29.700459327902728,3901200
2016-01-28,29.18255043029785,29.93313041045711,29.114998117554105,29.88809458088281,2699800
2016-01-29,29.625402450561523,30.113277879752022,29.167548054365707,29.662930889232126,5184800
2016-02-01,29.625402450561523,29.85808048826106,29.340181162839546,29.407733497741162,4245200
2016-02-02,29.475290298461914,29.647923433091503,29.25011676908579,29.497806792428495,4369500
2016-02-03,29.662925720214844,29.805534907606802,29.317659563432738,29.722970638977202,4000500
2016-02-04,29.70796012878418,29.865581254099542,29.392715014917762,29.542831599461977,3370300
2016-02-05,29.4527587890625,29.580356007471288,29.355182592891754,29.4527587890625,2740300
2016-02-08,28.25935173034668,29.287646022970275,28.004154293136793,29.287646022970275,3564100
2016-02-09,28.071706771850586,28.25184445588108,27.733945035247327,27.97413052277923,4151000
2016-02-10,27.996646881103516,28.627134498612904,27.974130386518596,28.221820416663256,3919700
2016-02-11,26.698135375976562,27.651372498265896,26.457949960008417,27.523772385462564,5411900
2016-02-12,27.07342529296875,27.110953727144434,26.698135224739925,26.99086101984065,4164100
2016-02-16,27.891563415527344,27.921587314254236,27.155995076137913,27.336132742026123,4086100
2016-02-17,28.116741180419922,28.296881736779795,27.91408412822894,28.049188829689594,3954100
2016-02-18,28.274364471435547,28.379448140648535,27.809005389298342,28.09422676497344,4016900
2016-02-19,28.019161224365234,28.311887054527745,27.78648032342861,28.086710696030732,3160100
2016-02-22,28.304380416870117,28.642142100544213,28.214311588969164,28.401956650650728,4119200
2016-02-23,28.45450210571289,28.71720409355146,28.131752313090125,28.131752313090125,3211100
2016-02-24,28.64965057373047,28.73221487031546,28.139258570111707,28.266855855207197,2789500
2016-02-25,29.325170516967773,29.580367919791296,28.867316100440004,28.867316100440004,3458500
2016-02-26,28.979900360107422,29.475283149885495,28.96488841335826,29.32516654562994,3017700
2016-02-29,28.86731719970703,29.362700075436102,28.769743823762198,28.927364997122226,3606900
2016-03-01,30.233373641967773,30.24088104839871,29.024938897883985,29.182562937330683,4798800
2016-03-02,30.375986099243164,30.39099804905,29.880603208564207,30.11328127247852,2046000
2016-03-03,30.788801193237305,30.811317683766415,30.270901868413457,30.375982641864415,2386700
2016-03-04,31.14156723022461,31.17158825587235,30.70622943112259,30.728745916167302,2784900
2016-03-07,31.224138259887695,31.276678650020187,30.773791240684485,30.916400462010312,2025300
2016-03-08,31.02898406982422,31.366745716005127,30.976443687444533,31.156581323250286,3093700
2016-03-09,31.314205169677734,31.42679047565786,31.126560129808116,31.126560129808116,2764700
2016-03-10,31.074010848999023,31.674474231979122,30.683708934253147,31.34421722391362,2450000
2016-03-11,31.89216423034668,31.914680727363685,31.33673344361749,31.501862057041308,2400100
2016-03-14,31.817081451416016,31.86962181527222,31.48682732671486,31.74202460683146,1806400
2016-03-15,31.787067413330078,31.89965557831263,31.4643177278318,31.651962760645404,2845500
2016-03-16,32.090309143066406,32.219184492918345,31.620286016519522,31.66577296512874,1660200
2016-03-17,32.57550048828125,32.82567154338012,32.09031780646304,32.1888685505145,4828400
2016-03-18,32.4087028503418,32.651294078920934,32.401123139661756,32.64371436824089,4232300
2016-03-21,32.30258560180664,32.52243491568223,32.02966961105308,32.30258560180664,1918300
2016-03-22,32.264671325683594,32.42387130737008,32.01449744710531,32.16611771667553,1979100
2016-03-23,31.976598739624023,32.44661905542383,31.976598739624023,32.28741904567308,2261400
2016-03-24,32.08273696899414,32.1433862535233,31.5899716539044,31.764336900967212,2233600
2016-03-28,32.560333251953125,32.59823760101287,31.984176735345727,32.27983759861125,1939300
2016-03-29,33.235042572021484,33.25778460449343,32.49968600831768,32.56791499765016,4437600
2016-03-30,33.10615921020508,33.38665772978754,32.96212154019617,33.30326643433958,2751800
2016-03-31,33.4927978515625,33.55344423843161,33.0303572225288,33.10616592909438,3781500
2016-04-01,33.826358795166016,33.88700807141672,33.31843412019133,33.34117615282701,3710800
2016-04-04,33.65199279785156,33.94765075757382,33.53069715048048,33.87942177518281,1989500
2016-04-05,33.44731521606445,33.59135582584207,33.31085721307363,33.37908621456904,2067500
2016-04-06,33.39424514770508,33.66716112599388,33.27294947867859,33.439732108058834,2253400
2016-04-07,33.09100341796875,33.40940342617654,32.93938312704844,33.27294545353991,1984100
2016-04-08,33.44731521606445,33.788460223541506,33.25021081836502,33.25779053323466,2268900
2016-04-11,33.333587646484375,33.758120900588835,33.32600504299485,33.50794993183669,1846100
2016-04-12,33.333587646484375,33.553433985110225,33.174384784279304,33.44730067158411,4262800
2016-04-13,33.75812530517578,33.78087022669609,33.15164708309932,33.591345601552426,5301900
2016-04-14,33.65958023071289,33.82635996232364,33.561026599363295,33.75055125631119,2199300
2016-04-15,33.98556137084961,34.22815268967414,33.644416425028666,33.712645414192856,3858600
2016-04-18,34.205406188964844,34.22056850718219,33.864261258865774,33.924910531735165,2210000
2016-04-19,34.70574951171875,34.72091182923239,33.81877562654362,34.26605387148869,4550200
2016-04-20,34.13718032836914,34.84979489024529,34.023467269202804,34.81947025103423,3315800
2016-04-21,33.538299560546875,34.16752019913478,33.3260298833584,33.977995457452465,3602300
2016-04-22,34.038631439208984,34.1220198636974,33.62925746335563,33.77329516956318,4853800
2016-04-25,34.713340759277344,34.713340759277344,33.78845940408521,33.87185072521461,3501000
2016-04-26,34.720916748046875,34.857374733084875,34.48590802308336,34.78156602669345,2918100
2016-04-27,34.872535705566406,34.940764695449616,34.508648723494844,34.66784873591678,3024500
2016-04-28,34.607208251953125,34.84221700790616,34.19783424285685,34.54655896530901,2338700
2016-04-29,34.425262451171875,34.516233487020244,33.9552420587187,34.364616057911995,3624800
2016-05-02,34.88011932373047,34.94076860682332,34.47074823052166,34.47074823052166,2468200
2016-05-03,34.607208251953125,34.87254165122821,34.50865460711502,34.728503933324184,2274200
2016-05-04,34.78156661987305,34.85737532755736,33.94007666175983,34.281221630172865,2479000
2016-05-05,34.95592498779297,35.12270759604119,34.62235977129654,34.73607571181423,2397100
2016-05-06,35.327392578125,35.350137501968334,34.63752298781988,34.73607661269677,2081100
2016-05-09,35.85047912597656,35.91112550280079,35.47900958473154,35.5017545064674,2754000
2016-05-10,36.19921112060547,36.23711547533267,35.888390784775375,36.02484877532682,2416000
2016-05-11,35.600318908691406,36.146150969411224,35.54725222411225,36.146150969411224,3737000
2016-05-12,35.97178268432617,36.07033632175043,35.53208406498482,35.71402901931292,2726000
2016-05-13,35.96418762207031,36.13097019811358,35.63062536189971,35.85805430710312,2779500
2016-05-16,36.45695495605469,36.52518393294227,35.94902748546576,35.97935211784161,2138000
2016-05-17,36.00967788696289,36.54034740262769,35.88838224554661,36.47211842358627,3156800
2016-05-18,35.524497985839844,35.80499363541949,35.02415306597941,35.729184938316806,3470000
2016-05-19,35.266746520996094,35.44110884851494,34.95592621682482,35.12270883093702,2257700
2016-05-20,35.509334564208984,35.645792528285085,35.25916066609735,35.4638476122115,2495600
2016-05-23,35.28190231323242,35.67611385153802,35.2136733375273,35.44110229257236,2710700
2016-05-24,35.82773971557617,35.94145566599931,35.35013966439922,35.585148387129124,2718700
2016-05-25,35.69886016845703,35.99451813472862,35.58514423131423,35.88080508950223,3381800
2016-05-26,35.71403121948242,35.835326899201284,35.569990611623254,35.69128918325924,3134200
2016-05-27,36.07032012939453,36.093062154007555,35.71401298690714,35.789821663560964,1617600
2016-05-31,36.03242874145508,36.237115728713476,35.85048668072555,36.237115728713476,1973100
2016-06-01,36.22952651977539,36.259851152588745,35.89596134266082,35.941448291880846,2124400
2016-06-02,36.39631271362305,36.39631271362305,35.8808083233527,36.05517065528115,1770300
2016-06-03,36.73746871948242,36.957318074911335,36.502459932294826,36.585848374637735,2766600
2016-06-06,36.63132858276367,36.88150253935773,36.3053459137019,36.767786578739155,2615000
2016-06-07,37.15441131591797,37.222640305966245,36.631324320158974,36.654066352869506,2748000
2016-06-08,37.41974639892578,37.47281306821134,37.12408841521579,37.12408841521579,2946500
2016-06-09,38.130821228027344,38.16905086529879,37.358572054900385,37.396801692171834,3295200
2016-06-10,38.16905975341797,38.35256613848067,37.77911269567041,37.88615687165072,3075700
2016-06-13,38.21493148803711,38.54371164715338,38.04671756940052,38.23022392761631,2950900
2016-06-14,37.73324203491211,38.214943828639846,37.664427492951,38.16906649508726,3807600
2016-06-15,38.13846969604492,38.32962080309865,37.740875043365044,37.740875043365044,3267800
2016-06-16,38.4825439453125,38.51312590705265,37.74087668434128,37.97025743943236,3038600
2016-06-17,38.12318420410156,38.566653336571186,37.94732550357611,38.566653336571186,3917700
2016-06-20,38.146114349365234,38.79602986155534,38.146114349365234,38.436664847952976,3258300
2016-06-21,38.2072868347168,38.581941396896084,37.99319559673687,37.99319559673687,3749900
2016-06-22,38.25316619873047,38.38315049401461,38.1384772617874,38.31433596515477,2960400
2016-06-23,38.299034118652344,38.666043876868464,38.13846789632047,38.50547765453659,3817400
2016-06-24,36.80805969238281,37.46562002064723,36.257543526071274,37.04508813437465,7883700
2016-06-27,35.875247955322266,36.65514503044691,35.75291133079694,36.616915382170596,8797300
2016-06-28,36.670440673828125,36.67808835419202,35.959358070229165,36.288138324225905,6806600
2016-06-29,37.54972457885742,37.71029081151388,36.8768718538289,36.8768718538289,4307100
2016-06-30,37.49620819091797,37.58795992111042,36.869232687255554,37.54208259764674,4841000
2016-07-01,37.26682662963867,37.74852539065141,37.06038305346114,37.35857835791707,2705100
2016-07-05,37.878509521484375,37.99319845217057,37.121549745322234,37.266826474286844,3550300
2016-07-06,37.74851608276367,37.93966717097235,37.38915402031057,37.771456196727925,3069600
2016-07-07,37.274478912353516,37.74088824337038,37.05274285060198,37.687366148014554,2209400
2016-07-08,37.88615036010742,37.92437999971052,37.46561849100428,37.756169002109985,2862300
2016-07-11,38.161415100097656,38.268459276384334,37.67971339007257,37.909097101241215,1919500
2016-07-12,38.299034118652344,38.299034118652344,37.901439484734645,38.100238260060635,4402200
2016-07-13,38.72721862792969,38.734863389474874,38.230224542187386,38.42137566489832,2489200
2016-07-14,38.96424865722656,39.01777074443343,38.581946367614684,38.88778936599819,3517000
2016-07-15,39.247154235839844,39.25479899822666,38.6737008045744,39.0483554129629,3933700
2016-07-18,39.46888732910156,39.49947221210578,39.094232720872306,39.24715421915842,3554300
2016-07-19,39.537696838378906,39.61415903618296,39.01776556024979,39.468882318722564,3397600
2016-07-20,39.45359802246094,39.73650383762632,39.040713736037375,39.70591895219192,3374300
2016-07-21,39.59122085571289,39.59122085571289,39.170688955784684,39.208918598190024,2895900
2016-07-22,40.19526290893555,40.271722200948545,39.54535017661998,39.54535017661998,3328400
2016-07-25,40.51639938354492,40.56227379322643,40.26407846335619,40.279370905495064,3171300
2016-07-26,40.67696762084961,40.79165656734278,40.478168780151734,40.6310902922112,2990200
2016-07-27,40.15703201293945,40.73048543539182,39.88941866575405,40.58521161839513,3840000
2016-07-28,41.005741119384766,41.20453701071291,40.057630233646925,40.12644475694028,2370200
2016-07-29,41.663307189941406,41.724474043078104,40.92928453515488,40.92928453515488,3940800
2016-08-01,41.75505828857422,41.95385420414307,41.49509260407026,41.75505828857422,2321200
2016-08-02,41.441566467285156,41.762698972626126,41.25806009513686,41.47979611076839,3116500
2016-08-03,41.33451843261719,41.556251510774096,41.105134759703496,41.52566954888889,2119700
2016-08-04,41.28864288330078,41.47979400776051,41.14336907873588,41.418624247900745,2154500
2016-08-05,41.38039779663086,41.518026850191326,41.03632516272969,41.31923094879005,1985900
2016-08-08,41.09749984741211,41.34982078139194,40.97516322034969,41.16631438243068,2366700
2016-08-09,41.4721565246582,41.51803093586946,40.98280711010158,41.08985420864332,1953000
2016-08-10,41.594482421875,41.75504865317469,41.45685339026542,41.58683474415533,1991300
2016-08-11,41.31159210205078,41.64802004567395,41.08221126932123,41.586850268020456,2330300
2016-08-12,41.556251525878906,41.793279960166416,41.24276381174875,41.29628589098552,1784200
2016-08-15,41.418617248535156,41.701522964976064,41.33451321804282,41.57153870560756,1800700
2016-08-16,41.1968879699707,41.37274664084705,41.021029299094366,41.27334724713974,1960900
2016-08-17,40.97514343261719,41.27333863478134,40.73047029665,41.14335730736983,2538400
2016-08-18,40.845176696777344,40.9522237917909,39.20127854213585,40.28701568380031,3211700
2016-08-19,40.76870346069336,40.84516272853466,40.51638554342978,40.82222553152909,2120100
2016-08-22,40.98279571533203,41.17394682019223,40.72283009605279,40.837521925662664,1894800
2016-08-23,41.15101623535156,41.44921154018623,41.120431353641635,41.17395343826658,1179900
2016-08-24,40.6693115234375,41.30393464627466,40.646374322233385,41.15866084409087,1741500
2016-08-25,40.76106643676758,41.036321603278225,40.60814495532744,40.66166703632129,1939900
2016-08-26,40.18761444091797,41.03632300425293,39.82824938477518,40.883404434326835,2955500
2016-08-29,40.64636993408203,40.913980308354496,40.30229736949291,40.30229736949291,3800700
2016-08-30,40.63108444213867,40.70754664552698,40.22584497275252,40.63108444213867,2182900
2016-08-31,40.60814666748047,40.79165011955792,40.32524381076577,40.63873154840497,3439200
2016-09-01,40.53934097290039,40.7304921452075,40.20291595966462,40.631092718921884,1900000
2016-09-02,41.273345947265625,41.71681790773567,40.707540313871725,40.776354827850376,2390900
2016-09-06,41.388057708740234,41.67860542614809,41.13573673038861,41.48745423045229,2350800
2016-09-07,41.71681594848633,41.71681594848633,41.11277778934649,41.250406810839976,1555700
2016-09-08,41.31924057006836,41.62508071395781,41.16631903975584,41.52568419847992,4185000
2016-09-09,39.36948013305664,40.868103992088784,39.36948013305664,40.868103992088784,2854300
