Price,Close,High,Low,Open,Volume
Ticker,FDX,FDX,FDX,FDX,FDX
Date,,,,,
2015-12-21,124.84439086914062,127.2342022745351,123.97069061473715,126.38621100333822,2065000
2015-12-22,127.12287902832031,127.44836500510613,125.07568816657917,125.4440050290385,2202500
2015-12-23,129.10147094726562,129.5468883831059,127.24272656500224,127.48256370657533,1794900
2015-12-24,128.18504333496094,129.2557503894466,127.37988260891748,128.67329202548055,1148600
2015-12-28,127.12287902832031,128.13361996542832,125.93225359944411,127.6282494968743,1805200
2015-12-29,127.83380126953125,128.26208389002267,126.90013522354724,127.88519309276649,1055600
2015-12-30,127.78241729736328,128.60472581420478,126.78023736974896,127.4997622232917,1217700
2015-12-31,127.61962127685547,128.78455017429968,126.86583991081969,127.00289344467063,1461500
2016-01-04,122.85718536376953,125.91513052153721,122.3175579778095,125.40976000526015,3331500
2016-01-05,123.90218353271484,123.97071033515208,121.96635037692982,122.96853035604096,1698500
2016-01-06,120.57869720458984,122.66014454542592,120.15897551534091,122.12051731084739,1931500
2016-01-07,115.28514862060547,118.84846427182616,115.02817635409535,118.2060401406271,3371200
2016-01-08,115.38789367675781,117.54642838007645,115.12234750922936,116.15023611478668,2386700
2016-01-11,113.89749908447266,115.67915663484777,112.40707062508136,115.51640712219493,2490100
2016-01-12,115.38789367675781,115.85899403913395,113.52057490879882,114.72833487122607,1484100
2016-01-13,111.60191345214844,116.77557640107693,111.01945518473589,115.9018759298058,2268900
2016-01-14,112.8096694946289,113.78615360510963,109.9830008368736,111.9873739648303,2144400
2016-01-15,108.71530151367188,110.43699361896658,106.93364354428633,109.6917857490881,4239300
2016-01-19,108.95510864257812,111.13935287378067,107.31050475806617,110.67681334101005,2956200
2016-01-20,105.5116958618164,107.47323084739676,102.53941373377702,106.64236160295077,3764500
2016-01-21,105.84579467773438,107.14777131437906,104.5009871536357,105.58026147373221,2639000
2016-01-22,109.26347351074219,109.71745209878527,107.63600458041603,108.09854411667033,2393200
2016-01-25,107.96151733398438,109.68321583363314,107.67884914813173,108.78381943685699,2737600
2016-01-26,109.0236587524414,109.42624559397666,107.75594543768817,108.24418752453222,1854400
2016-01-27,109.85453033447266,112.8096788288548,109.3919841593815,111.48199962988518,2323400
2016-01-28,109.82881927490234,111.18219420786795,109.16926024139829,110.2656629341538,1576800
2016-01-29,113.82042694091797,113.95746748654086,110.32563815956657,110.32563815956657,2958100
2016-02-01,113.3321304321289,113.72615614339507,111.36202801609133,112.73253745424267,1857100
2016-02-02,111.48197937011719,113.28077190248912,111.28497299166804,112.69831371571756,2173000
2016-02-03,112.19294738769531,112.67262198441189,109.15214373340093,112.11585962825568,1953600
2016-02-04,114.95960235595703,116.56993577969217,111.94448968767364,111.94448968767364,2542000
2016-02-05,112.98956298828125,115.24232146021116,112.7497256838184,114.13735766966104,1606200
2016-02-08,111.63615417480469,112.20149039473883,109.68318638789484,111.59332329690382,1752400
2016-02-09,111.15648651123047,112.34711179688335,109.69175404636124,110.71106888007876,1936200
2016-02-10,109.33200073242188,112.86961980976247,109.09216348007504,111.91025773022518,2128700
2016-02-11,106.5738525390625,108.77522508794907,105.16908597670316,107.53320802302176,2664100
2016-02-12,110.154296875,110.25708052301619,107.40471665923046,107.54177023668439,1726500
