Price,Close,High,Low,Open,Volume
Ticker,BAX,BAX,BAX,BAX,BAX
Date,,,,,
2015-12-21,31.224098205566406,31.44542353428211,30.943181916167838,31.275174780171646,2578400
2015-12-22,32.024269104003906,32.10939670365998,31.19003811108972,31.334753406862102,4051100
2015-12-23,32.466915130615234,32.637167042002936,31.97318815960452,32.10087465768146,4177100
2015-12-24,32.47544479370117,32.67123344737673,32.398831559890155,32.398831559890155,2762200
2015-12-28,32.466915130615234,32.61163039184457,32.228564403043514,32.36476528269666,2698700
2015-12-29,32.8244514465332,32.93511245226534,32.60312294049732,32.679736154542695,3281800
2015-12-30,32.39030456542969,32.90106034110531,32.339231260961895,32.756345068114,2909400
2015-12-31,32.47544479370117,32.81594552941607,32.10940414852484,32.228579568389385,3521700
2016-01-04,31.641197204589844,32.0838508995347,31.368795430359977,32.05831424797731,6261000
2016-01-05,31.768888473510742,31.86252719673832,31.38582244543677,31.632687579893936,4345700
2016-01-06,31.845502853393555,31.94765271555146,31.283673740596708,31.317724777077867,10814700
2016-01-07,31.317726135253906,31.530540251562044,30.781433652917404,31.402850482862878,7258200
2016-01-08,30.815488815307617,31.462442386668737,30.73887559329113,31.38582916465225,5440500
2016-01-11,30.296222686767578,31.070866067040704,29.998284174080315,30.909128481194227,5010800
2016-01-12,30.202590942382812,30.832522404608547,29.75142587649801,30.46648172000077,5281800
2016-01-13,29.64926528930664,30.81548577860049,29.589674347134068,30.423908570120194,5592500
2016-01-14,30.057863235473633,30.26216294335886,29.58115850493258,29.7684359432318,11573500
2016-01-15,29.879106521606445,30.18555942907504,29.402404885354276,29.42794154521454,6550600
2016-01-19,30.100425720214844,30.219601092280715,29.7258708396817,30.177038923297953,6271000
2016-01-20,29.58966827392578,29.845047767922477,28.993791447360586,29.640744822182153,5797500
2016-01-21,30.00678253173828,30.168520048702405,29.427928027371603,29.6237165733655,3436500
2016-01-22,30.704816818237305,30.755893369147497,30.398364007346807,30.432415041286934,3005700
2016-01-25,30.68780517578125,31.070871362585553,30.58565527506237,30.670779651113637,3870000
2016-01-26,31.104904174804688,31.12192968949007,30.628199505468622,30.7644003756668,2262800
2016-01-27,31.07085418701172,31.70929639633388,30.926142178262165,31.011266507257783,6976800
2016-01-28,30.389869689941406,31.692291609687413,30.151515567743154,31.462451874328625,6941500
2016-01-29,31.155982971191406,31.1815228713702,30.33026647054764,30.338777605750263,8212200
2016-02-01,31.73484230041504,31.91360863909551,30.883585773066688,30.960198990419478,9933100
2016-02-02,32.30519485473633,32.59462228449065,30.96020760844073,31.922128661342846,9251800
2016-02-03,32.5690803527832,32.73082120622967,31.854024585240534,32.543543690570246,8133600
2016-02-04,32.59461975097656,32.79040840187345,32.1604770164467,32.62867079825079,6869800
2016-02-05,31.913618087768555,32.60313400080287,31.717826170898636,32.43288199546945,5029500
2016-02-08,30.645238876342773,31.62418530602938,30.253661603382675,31.564597601330508,6256000
2016-02-09,30.80695915222168,31.138951781164373,30.4579442577497,30.5430718218188,4552800
2016-02-10,31.419879913330078,31.888070378036275,30.97722610662851,31.053839327928515,3779900
2016-02-11,30.543081283569336,31.121935909420852,30.42390590423853,30.8920962861605,5006500
2016-02-12,31.164506912231445,31.1815324351441,30.466476709245015,30.738878581274527,3560900
2016-02-16,31.845502853393555,31.88806502535222,31.21557166763439,31.39433798551769,4289100
2016-02-17,32.526512145996094,32.83296502497364,32.06683282752977,32.06683282752977,4610400
2016-02-18,32.407344818115234,32.63718453458326,32.27114386546235,32.466932531945446,3962900
2016-02-19,32.0498046875,32.37327978073369,31.80293955270156,32.330717610285625,12723900
2016-02-22,32.69676208496094,32.747838644061716,32.25410831461173,32.49245909584367,4695000
2016-02-23,32.63716506958008,32.696752747871834,32.08384720283101,32.475427549543156,3495100
2016-02-24,33.1734619140625,33.21602408327996,32.16046475134598,32.288154506283725,3975500
2016-02-25,33.9140739440918,33.93109947122319,33.113893652639604,33.2586057623256,4347300
2016-02-26,33.56503677368164,34.5269573192569,33.53098574171956,33.90554059873213,6168300
2016-02-29,33.63314437866211,34.09282368840894,33.522483366797346,33.60760772166039,6517000
2016-03-01,34.03323745727539,34.050262978438944,33.411820547593216,33.75232447629205,4163700
2016-03-02,33.90089416503906,34.09724748458397,33.73869009845467,33.73869009845467,3541400
2016-03-03,33.57649612426758,33.74723592708693,33.28623390016049,33.704550976382095,4829600
2016-03-04,33.68748474121094,33.943597765927876,33.28624219659412,33.491131313706155,4913000
2016-03-07,33.99483108520508,34.139963901939645,33.4740659453332,33.54236450771528,3799800
2016-03-08,33.7899169921875,34.02041632860302,33.644784282484515,33.866747933224474,3128600
2016-03-09,33.798465728759766,34.05457873440172,33.34599931023718,33.94359523785057,2609100
2016-03-10,33.977745056152344,34.293617659660406,33.653333506881204,33.935060097297786,3806300
2016-03-11,34.55827713012695,34.57535176871249,34.04605099917812,34.12288524448588,2612900
2016-03-14,34.524131774902344,34.72048525596032,34.191184426297305,34.310703653319145,2475700
